10ClassKind,icd10Code,11ClassKind,icd11Code
modifiedcategory,V71.1,category,PB6Z
modifiedcategory,V71.2,category,PB6Z
modifiedcategory,V71.3,category,PB6Z
modifiedcategory,V71.4,category,PB6Z
modifiedcategory,V71.5,category,PB6Z
modifiedcategory,V71.6,category,PB6Z
modifiedcategory,V71.7,category,PB6Z
modifiedcategory,V71.9,category,PB6Z
category,V72,category,PB6Z
modifiedcategory,V72.0,category,PB6Z
modifiedcategory,V72.1,category,PB6Z
modifiedcategory,V72.2,category,PB6Z
modifiedcategory,V72.3,category,PB6Z
modifiedcategory,V72.4,category,PB6Z
modifiedcategory,V72.5,category,PB6Z
modifiedcategory,V72.6,category,PB6Z
modifiedcategory,V72.7,category,PB6Z
modifiedcategory,V72.9,category,PB6Z
category,V73,category,PB6Z
modifiedcategory,V73.0,category,PB6Z
modifiedcategory,V73.1,category,PB6Z
modifiedcategory,V73.2,category,PB6Z
modifiedcategory,V73.3,category,PB6Z
modifiedcategory,V73.4,category,PB6Z
modifiedcategory,V73.5,category,PB6Z
modifiedcategory,V73.6,category,PB6Z
modifiedcategory,V73.7,category,PB6Z
modifiedcategory,V73.9,category,PB6Z
category,V74,category,PB6Z
modifiedcategory,V74.0,category,PB6Z
modifiedcategory,V74.1,category,PB6Z
modifiedcategory,V74.2,category,PB6Z
modifiedcategory,V74.3,category,PB6Z
modifiedcategory,V74.4,category,PB6Z
modifiedcategory,V74.5,category,PB6Z
modifiedcategory,V74.6,category,PB6Z
modifiedcategory,V74.7,category,PB6Z
modifiedcategory,V74.9,category,PB6Z
category,V75,category,PB6Z
modifiedcategory,V75.0,category,PB6Z
modifiedcategory,V75.1,category,PB6Z
modifiedcategory,V75.2,category,PB6Z
modifiedcategory,V75.3,category,PB6Z
modifiedcategory,V75.4,category,PB6Z
modifiedcategory,V75.5,category,PB6Z
modifiedcategory,V75.6,category,PB6Z
modifiedcategory,V75.7,category,PB6Z
modifiedcategory,V75.9,category,PB6Z
category,V76,category,PB6Z
modifiedcategory,V76.0,category,PB6Z
modifiedcategory,V76.1,category,PB6Z
modifiedcategory,V76.2,category,PB6Z
modifiedcategory,V76.3,category,PB6Z
modifiedcategory,V76.4,category,PB6Z
modifiedcategory,V76.5,category,PB6Z
modifiedcategory,V76.6,category,PB6Z
modifiedcategory,V76.7,category,PB6Z
modifiedcategory,V76.9,category,PB6Z
category,V77,category,PB6Z
modifiedcategory,V77.0,category,PB6Z
modifiedcategory,V77.1,category,PB6Z
modifiedcategory,V77.2,category,PB6Z
modifiedcategory,V77.3,category,PB6Z
modifiedcategory,V77.4,category,PB6Z
modifiedcategory,V77.5,category,PB6Z
modifiedcategory,V77.6,category,PB6Z
modifiedcategory,V77.7,category,PB6Z
modifiedcategory,V77.9,category,PB6Z
category,V78,category,PB6Z
modifiedcategory,V78.0,category,PB6Z
modifiedcategory,V78.1,category,PB6Z
modifiedcategory,V78.2,category,PB6Z
modifiedcategory,V78.3,category,PB6Z
modifiedcategory,V78.4,category,PB6Z
modifiedcategory,V78.5,category,PB6Z
modifiedcategory,V78.6,category,PB6Z
modifiedcategory,V78.7,category,PB6Z
modifiedcategory,V78.9,category,PB6Z
category,V79,category,PB6Z
category,V79.0,category,PB6Z
category,V79.1,category,PB6Z
category,V79.2,category,PB6Z
category,V79.3,category,PB6Z
category,V79.4,category,PB6Z
category,V79.5,category,PB6Z
category,V79.6,category,PB6Z
category,V79.8,category,PB6Z
category,V79.9,category,PB6Z
block,V80-V89,category,PB6Z
category,V80,category,PB6Z
category,V80.0,category,PB6Z
category,V80.1,category,PB6Z
category,V80.2,category,PB6Z
category,V80.3,category,PB6Z
category,V80.4,category,PB6Z
category,V80.5,category,PB6Z
category,V80.6,category,PB6Z
category,V80.7,category,PB6Z
category,V80.8,category,PB6Z
category,V80.9,category,PB6Z
category,V81,category,PB6Z
category,V81.0,category,PB6Z
category,V81.1,category,PB6Z
category,V81.2,category,PB6Z
category,V81.3,category,PB6Z
category,V81.4,category,PB6Z
category,V81.5,category,PB6Z
category,V81.6,category,PB6Z
category,V81.7,category,PB6Z
category,V81.8,category,PB6Z
category,V81.9,category,PB6Z
category,V82,category,PB6Z
category,V82.0,category,PB6Z
category,V82.1,category,PB6Z
category,V82.2,category,PB6Z
category,V82.3,category,PB6Z
category,V82.4,category,PB6Z
category,V82.5,category,PB6Z
category,V82.6,category,PB6Z
category,V82.7,category,PB6Z
category,V82.8,category,PB6Z
category,V82.9,category,PB6Z
category,V83,category,PB6Z
category,V83.0,category,PB6Z
category,V83.1,category,PB6Z
category,V83.2,category,PB6Z
category,V83.3,category,PB6Z
category,V83.4,category,PB6Z
category,V83.5,category,PB6Z
category,V83.6,category,PB6Z
category,V83.7,category,PB6Z
category,V83.9,category,PB6Z
category,V84,category,PB6Z
category,V84.0,category,PB6Z
category,V84.1,category,PB6Z
category,V84.2,category,PB6Z
category,V84.3,category,PB6Z
category,V84.4,category,PB6Z
category,V84.5,category,PB6Z
category,V84.6,category,PB6Z
category,V84.7,category,PB6Z
category,V84.9,category,PB6Z
category,V85,category,PB6Z
category,V85.0,category,PB6Z
category,V85.1,category,PB6Z
category,V85.2,category,PB6Z
category,V85.3,category,PB6Z
category,V85.4,category,PB6Z
category,V85.5,category,PB6Z
category,V85.6,category,PB6Z
category,V85.7,category,PB6Z
category,V85.9,category,PB6Z
category,V86,category,PB6Z
category,V86.0,category,PB6Z
category,V86.1,category,PB6Z
category,V86.2,category,PB6Z
category,V86.3,category,PB6Z
category,V86.4,category,PB6Z
category,V86.5,category,PB6Z
category,V86.6,category,PB6Z
category,V86.7,category,PB6Z
category,V86.9,category,PB6Z
category,V87,category,PB6Z
category,V87.0,category,PB6Z
category,V87.1,category,PB6Z
category,V87.2,category,PB6Z
category,V87.3,category,PB6Z
category,V87.4,category,PB6Z
category,V87.5,category,PB6Z
category,V87.6,category,PB6Z
category,V87.7,category,PB6Z
category,V87.8,category,PB6Z
category,V87.9,category,PB6Z
category,V88,category,PB6Z
category,V88.0,category,PB6Z
category,V88.1,category,PB6Z
category,V88.2,category,PB6Z
category,V88.3,category,PB6Z
category,V88.4,category,PB6Z
category,V88.5,category,PB6Z
category,V88.6,category,PB6Z
category,V88.7,category,PB6Z
category,V88.8,category,PB6Z
category,V88.9,category,PB6Z
category,V89,category,PB6Z
category,V89.0,category,PB6Z
category,V89.1,category,PB6Z
category,V89.2,category,PB6Z
category,V89.3,category,PB6Z
category,V89.9,category,PB6Z
block,V90-V94,category,PB6Z
category,V90,category,PB6Z
modifiedcategory,V90.0,category,PB6Z
modifiedcategory,V90.1,category,PB6Z
modifiedcategory,V90.2,category,PB6Z
modifiedcategory,V90.3,category,PB6Z
modifiedcategory,V90.4,category,PB6Z
modifiedcategory,V90.5,category,PB6Z
modifiedcategory,V90.6,category,PB6Z
modifiedcategory,V90.7,category,PB6Z
modifiedcategory,V90.8,category,PB6Z
modifiedcategory,V90.9,category,PB6Z
category,V91,category,PB6Z
modifiedcategory,V91.0,category,PB6Z
modifiedcategory,V91.1,category,PB6Z
modifiedcategory,V91.2,category,PB6Z
modifiedcategory,V91.3,category,PB6Z
modifiedcategory,V91.4,category,PB6Z
modifiedcategory,V91.5,category,PB6Z
modifiedcategory,V91.6,category,PB6Z
modifiedcategory,V91.7,category,PB6Z
modifiedcategory,V91.8,category,PB6Z
modifiedcategory,V91.9,category,PB6Z
category,V92,category,PB6Z
modifiedcategory,V92.0,category,PB6Z
modifiedcategory,V92.1,category,PB6Z
modifiedcategory,V92.2,category,PB6Z
modifiedcategory,V92.3,category,PB6Z
modifiedcategory,V92.4,category,PB6Z
modifiedcategory,V92.5,category,PB6Z
modifiedcategory,V92.6,category,PB6Z
modifiedcategory,V92.7,category,PB6Z
modifiedcategory,V92.8,category,PB6Z
modifiedcategory,V92.9,category,PB6Z
category,V93,category,PB6Z
modifiedcategory,V93.0,category,PB6Z
modifiedcategory,V93.1,category,PB6Z
modifiedcategory,V93.2,category,PB6Z
modifiedcategory,V93.3,category,PB6Z
modifiedcategory,V93.4,category,PB6Z
modifiedcategory,V93.5,category,PB6Z
modifiedcategory,V93.6,category,PB6Z
modifiedcategory,V93.7,category,PB6Z
modifiedcategory,V93.8,category,PB6Z
modifiedcategory,V93.9,category,PB6Z
category,V94,category,PB6Z
modifiedcategory,V94.0,category,PB6Z
modifiedcategory,V94.1,category,PB6Z
modifiedcategory,V94.2,category,PB6Z
modifiedcategory,V94.3,category,PB6Z
modifiedcategory,V94.4,category,PB6Z
modifiedcategory,V94.5,category,PB6Z
modifiedcategory,V94.6,category,PB6Z
modifiedcategory,V94.7,category,PB6Z
modifiedcategory,V94.8,category,PB6Z
modifiedcategory,V94.9,category,PB6Z
block,V95-V97,category,PB6Z
category,V95,category,PB6Z
category,V95.0,category,PB6Z
category,V95.1,category,PB6Z
category,V95.2,category,PB6Z
category,V95.3,category,PB6Z
category,V95.4,category,PB6Z
category,V95.8,category,PB6Z
category,V95.9,category,PB6Z
category,V96,category,PB6Z
category,V96.0,category,PB6Z
category,V96.1,category,PB6Z
category,V96.2,category,PB6Z
category,V96.8,category,PB6Z
category,V96.9,category,PB6Z
category,V97,category,PB6Z
category,V97.0,category,PB6Z
category,V97.1,category,PB6Z
category,V97.2,category,PB6Z
category,V97.3,category,PB6Z
category,V97.8,category,PB6Z
block,V98-V99,category,PB6Z
category,V98,category,PB6Z
category,V99,category,PB6Z
block,W00-X59,category,PA7Z
block,W00-X59,category,PA9Z
block,W00-X59,category,PB0Z
block,W00-X59,category,PB51
block,W00-X59,category,PB53
block,W00-X59,category,PB54
block,W00-X59,category,PB1Z
block,W00-X59,category,PA78
block,W00-X59,block,
block,W00-W19,category,PB6Z
category,W00,category,PB6Z
category,W01,category,PB6Z
category,W02,category,PB6Z
category,W03,category,PB6Z
category,W04,category,PB6Z
category,W05,category,PB6Z
category,W06,category,PB6Z
category,W07,category,PB6Z
category,W08,category,PA60
category,W09,category,PB6Z
category,W10,category,PB6Z
category,W11,category,PB6Z
category,W12,category,PB6Z
category,W13,category,PB6Z
category,W14,category,PB6Z
category,W15,category,PB6Z
category,W16,category,PB6Z
category,W17,category,PB6Z
category,W18,category,PB6Z
category,W19,category,PB6Z
block,W20-W49,category,PB6Z
category,W20,category,PA81
category,W21,category,PB6Z
category,W22,category,PB6Z
category,W23,category,PB6Z
category,W24,category,PB6Z
category,W25,category,PB6Z
category,W26,category,PB6Z
category,W26.0,category,PB6Z
category,W26.8,category,PB6Z
category,W26.9,category,PB6Z
category,W27,category,PB6Z
category,W28,category,PB6Z
category,W29,category,PB6Z
category,W30,category,PB6Z
category,W31,category,PB6Z
category,W32,category,PA80
category,W33,category,PA80
category,W34,category,PA80.2
category,W35,category,PB55.1
category,W36,category,PB55.1
category,W37,category,PB55.1
category,W38,category,PB55.1
category,W39,category,PB55.1
category,W40,category,PB6Z
category,W41,category,PB55.1
category,W42,category,PB6Z
category,W43,category,PB6Z
category,W44,category,PB50
category,W45,block,
category,W46,category,PB6Z
category,W49,category,PB6Z
block,W50-W64,category,PA7Z
category,W50,category,PA7Z
category,W51,category,PA7Z
category,W52,category,PA7Z
category,W53,category,PA75
category,W54,category,PA75
category,W54,category,PA71
category,W55,category,PA71
category,W56,category,PA71
category,W56,category,PA75
category,W57,category,PA75
category,W58,category,PA71
category,W58,category,PA75
category,W59,category,PA71
category,W59,category,PA75
category,W60,category,PA7Z
category,W64,category,PA7Z
block,W65-W74,category,PA9Z
category,W65,category,PA90
category,W66,category,PA91
category,W67,category,PA90
category,W68,category,PA91
category,W69,category,PA90
category,W70,category,PA91
category,W73,category,PA9Z
category,W74,category,PA9Z
block,W75-W84,category,PB0Z
category,W75,category,PB03
category,W75,category,PB01
category,W75,category,PB02
category,W76,category,PB03
category,W76,category,PB01
category,W76,category,PB02
category,W77,category,PB03
category,W77,category,PB01
category,W77,category,PB02
category,W78,category,PB05
category,W79,category,PB0Z
category,W80,category,PB0Z
category,W81,category,PB0Z
category,W83,category,PB0Z
category,W84,category,PB0Z
block,W85-W99,category,PB51
block,W85-W99,category,PB53
block,W85-W99,category,PB54
category,W85,category,PB51
category,W86,block,
category,W87,block,
category,W88,category,PB53
category,W89,category,PB53
category,W90,category,PB53
category,W91,category,PB53
category,W92,category,PB15
category,W93,category,PB16
category,W94,category,PB54
category,W99,block,
block,X00-X09,category,PB1Z
category,X00,category,PB10
category,X01,category,PB10
category,X02,category,PB11
category,X03,category,PB11
category,X04,category,PB12
category,X05,category,PB12
category,X06,category,PB12
category,X08,category,PB1Z
category,X09,category,PB1Z
block,X10-X19,category,PB1Z
category,X10,category,PB13
category,X11,category,PB13
category,X12,category,PB13
category,X13,category,PB14
category,X14,category,PB14
category,X15,category,PB13
category,X16,category,PB13
category,X17,category,PB13
category,X18,category,PB13
category,X19,category,PB1Z
block,X20-X29,category,PA78
category,X20,category,PA78
category,X21,category,PA78
category,X22,category,PA78
category,X23,category,PA78
category,X24,category,PA78
category,X25,category,PA78
category,X26,category,PA78
category,X27,category,PA79
category,X28,category,PA78
category,X29,category,PA79
block,X30-X39,category,PB52
block,X30-X39,category,PJ00
block,X30-X39,category,PJ01
block,X30-X39,category,PJ04
block,X30-X39,category,PJ05
block,X30-X39,category,PJ06
block,X30-X39,category,PJ07
category,X30,category,PB6Z
category,X31,category,PB6Z
category,X32,category,PB52
category,X33,category,PJ00
category,X34,category,PJ01
category,X34.0,category,PJ02
category,X34.1,category,PJ03
category,X34.8,category,PJ01
category,X34.9,category,PJ01
category,X35,category,PJ04
category,X36,category,PJ05
category,X37,category,PJ06
category,X38,category,PJ07
category,X39,category,PB6Z
block,X40-X49,block,
category,X40,category,PB24
category,X41,category,PB27
category,X41,category,PB21
category,X42,category,PB22
category,X43,block,
category,X44,block,
category,X45,category,PB30
category,X46,category,PB31
category,X46,category,PB35
category,X47,category,PB36
category,X48,category,PB33
category,X49,block,
block,X50-X57,category,PB56
block,X50-X57,category,PB57
block,X50-X57,category,PB58
category,X50,category,PB56
category,X51,category,PB6Z
category,X52,category,PB6Z
category,X53,category,PB57
category,X54,category,PB58
category,X57,category,PB6Z
block,X58-X59,category,PB6Z
category,X58,category,PB6Z
category,X59,category,PB6Z
category,X59.0,block,
category,X59.9,category,PB6Z
block,X60-X84,category,PD3Z
category,X60,category,PD3Z
category,X61,category,PC97
category,X62,category,PC92
category,X63,category,PC98
category,X64,block,
category,X65,category,PD3Z
category,X66,category,PD3Z
category,X67,category,PD02
category,X68,category,PD3Z
category,X69,category,PD04
category,X70,category,PD3Z
category,X71,category,PD3Z
category,X72,category,PD3Z
category,X73,category,PD3Z
category,X74,category,PD3Z
category,X75,category,PD3Z
category,X76,category,PD3Z
category,X77,category,PC85
category,X78,category,PC53.Z
category,X79,category,PD3Z
category,X80,category,PD3Z
category,X81,category,PB80
category,X82,category,PB80
category,X83,category,PD3Z
category,X84,category,PD3Z
block,X85-Y09,category,PF2Z
category,X85,block,
category,X86,category,PF2Z
category,X87,category,PF2Z
category,X88,category,PE91
category,X88,category,PE92
category,X89,block,
category,X90,block,
category,X91,category,PF2Z
category,X92,category,PF2Z
category,X93,category,PE20.Z
category,X94,category,PE20.Z
category,X95,category,PE20.Z
category,X96,category,PF2Z
category,X97,category,PE70
category,X98,category,PE75
category,X98,category,PE73
category,X98,category,PE72
category,X99,category,PF2Z
category,Y00,category,PE22
category,Y00,category,PE41
category,Y00,category,PE21
category,Y01,category,PE0Z
category,Y02,category,PD50
category,Y03,category,PD50
category,Y04,category,PE1Z
category,Y05,category,PF2Z
category,Y06,category,PJ20
category,Y06,category,PJ22
category,Y06,category,PJ21
category,Y06,category,PB5B
category,Y06,category,PB5A
category,Y06.0,category,PJ20
category,Y06.0,category,PJ22
category,Y06.0,category,PJ21
category,Y06.0,category,PB5B
category,Y06.0,category,PB5A
category,Y06.1,category,PJ20
category,Y06.1,category,PJ22
category,Y06.1,category,PJ21
category,Y06.1,category,PB5B
category,Y06.1,category,PB5A
category,Y06.2,category,PJ20
category,Y06.2,category,PJ22
category,Y06.2,category,PJ21
category,Y06.2,category,PB5B
category,Y06.2,category,PB5A
category,Y06.8,category,PJ20
category,Y06.8,category,PJ22
category,Y06.8,category,PJ21
category,Y06.8,category,PB5B
category,Y06.8,category,PB5A
category,Y06.9,category,PJ20
category,Y06.9,category,PJ22
category,Y06.9,category,PJ21
category,Y06.9,category,PB5B
category,Y06.9,category,PB5A
category,Y07,category,PF19
category,Y07,category,PF18
category,Y07,category,PF17
category,Y07.0,category,PF19
category,Y07.0,category,PF18
category,Y07.0,category,PF17
category,Y07.1,category,PF19
category,Y07.1,category,PF18
category,Y07.1,category,PF17
category,Y07.2,category,PF19
category,Y07.2,category,PF18
category,Y07.2,category,PF17
category,Y07.3,category,PF19
category,Y07.3,category,PF18
category,Y07.3,category,PF17
category,Y07.8,category,PF19
category,Y07.8,category,PF18
category,Y07.8,category,PF17
category,Y07.9,category,PF19
category,Y07.9,category,PF18
category,Y07.9,category,PF17
category,Y08,category,PF2Z
category,Y09,category,PF2Z
block,Y10-Y34,category,PH8Z
category,Y10,category,PH44
category,Y11,category,PH47.Z
category,Y12,category,PH45
category,Y12,category,PH46
category,Y12,category,PH48
category,Y13,block,
category,Y14,block,
category,Y15,category,PH8Z
category,Y16,category,PH55
category,Y16,category,PH51
category,Y17,category,PH56
category,Y18,category,PH8Z
category,Y19,block,
category,Y19,category,PH52
category,Y20,category,PH8Z
category,Y21,category,PH1Z
category,Y22,category,PG7Z
category,Y23,category,PG7Z
category,Y24,category,PG7Z
category,Y25,category,PH75.1
category,Y26,category,PH3Z
category,Y27,category,PH3Z
category,Y28,category,PH0Z
category,Y29,category,PH0Z
category,Y30,category,PG51
category,Y31,category,PH8Z
category,Y32,category,PG4Z
category,Y33,category,PH8Z
category,Y34,category,PH8Z
block,Y35-Y36,category,PJ4Z
block,Y35-Y36,category,PK6Z
category,Y35,category,PJ4Z
category,Y35.0,category,PJ40
category,Y35.1,category,PJ45
category,Y35.2,category,PJ46
category,Y35.3,category,PJ42
